Year,EmployerType,EmployerName,DepartmentOrSubdivision,Position,ElectedOfficial,Judicial,OtherPositions,MinPositionSalary,MaxPositionSalary,ReportedBaseWage,RegularPay,OvertimePay,LumpSumPay,OtherPay,TotalWages,DefinedBenefitPlanContribution,EmployeesRetirementCostCovered,DeferredCompensationPlan,HealthDentalVision,TotalRetirementAndHealthContribution,PensionFormula,EmployerURL,EmployerPopulation,LastUpdatedDate,EmployerCounty,SpecialDistrictActivities,IncludesUnfundedLiability,SpecialDistrictType
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,98904,42397,7738,9844,158883,17068,0,0,18176,35244,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Council District 7,Council Assistant,False,False,,28704,210101,,162067,0,0,-3192,158875,23415,0,9637,21562,54614,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,1113,3429,23489,158868,0,0,4784,24606,29390,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Criminalist III,False,False,,106122,128274,,124851,24943,7709,1331,158834,14792,0,9609,20783,45184,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Fighter III,False,False,,67350,81286,,76839,32467,21192,28332,158830,19810,0,0,15000,34810,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,75213,90917,,61660,75969,0,21147,158776,22300,0,0,20750,43050,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Development Services,Associate Engineer - Civil,False,False,,98675,119122,,115360,23022,7731,12614,158727,16650,0,9400,8351,34401,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,75213,90917,,65533,71973,486,20727,158719,18962,0,0,20750,39712,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,99858,54412,829,3596,158695,17710,0,0,8051,25761,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Information Technology,Program Manager,False,False,,66082,243048,,155071,0,9434,-5820,158685,18021,0,9598,21562,49181,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,75213,90917,,67644,65695,40,25292,158671,17753,0,0,8051,25804,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Public Utilities,Assistant Deputy Director,False,False,,66082,243048,,163442,0,0,-4791,158651,19702,0,9598,21562,50862,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,113145,26942,0,18554,158641,22542,0,0,7994,30536,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,113648,9567,13984,21431,158630,0,0,3917,0,3917,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer III,False,False,,96200,116230,,113145,22913,0,22562,158620,0,0,3974,1092,5066,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Development Services,Assistant Deputy Director,False,False,,66082,243048,,148517,0,10285,-191,158611,17502,0,1588,16492,35582,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,98904,41336,154,18204,158598,17798,0,0,6317,24115,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Dispatch Supervisor,False,False,,70762,85405,,76507,67312,48,14676,158543,9235,0,1589,14042,24866,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,City Attorney,Deputy City Attorney,False,False,,25813,296130,,160680,0,0,-2175,158505,16352,0,1589,24100,42041,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,70759,26307,898,60517,158481,21710,0,0,24053,45763,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,75213,90917,,64005,68557,4738,21176,158476,20318,0,0,9422,29740,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Fighter II,False,False,,64168,77438,,54456,80013,35,23959,158463,17644,0,0,8051,25695,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Public Utilities,Assistant Deputy Director,False,False,,66082,243048,,149360,0,9533,-445,158448,16189,0,1588,15334,33111,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,75213,90917,,72982,61623,0,23827,158432,21478,0,0,20750,42228,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,City Attorney,Deputy City Attorney,False,False,,25813,296130,,160680,0,0,-2268,158412,20667,0,4753,24100,49520,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,113145,21774,4832,18641,158392,21643,0,0,22427,44070,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,113145,24876,7579,12781,158381,18527,0,0,19254,37781,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,92978,36426,0,28966,158370,22219,0,0,3598,25817,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130837,6583,0,20944,158364,26479,0,0,1707,28186,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,104721,13254,265,40114,158354,21719,0,0,511,22230,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Lifeguard III,False,False,,67309,81390,,73083,49073,0,36192,158348,17127,0,8823,25,25975,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Engineering & Capital Projects,Associate Engineer - Civil,False,False,,98675,119122,,113266,0,0,44978,158244,15384,0,1490,410,17284,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Fighter II,False,False,,64168,77438,,55140,55223,0,47876,158239,17554,0,0,14646,32200,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,75213,90917,,64700,84383,0,9086,158169,18801,0,0,15000,33801,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,26506,12,23855,158136,21688,0,0,17660,39348,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,95125,27600,143,35261,158129,22938,0,0,5834,28772,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,72709,71033,0,14303,158045,20960,0,0,20750,41710,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,69379,78960,956,8629,157924,21857,0,0,20750,42607,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Engineering & Capital Projects,Senior Civil Engineer,False,False,,113693,137446,,123187,0,0,34599,157786,20653,0,9546,22042,52241,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,105102,40510,14,12160,157786,19755,0,0,19246,39001,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Fighter III,False,False,,67350,81286,,62342,60671,0,34755,157768,16770,0,0,17413,34183,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Human Resources,Program Manager,False,False,,66082,243048,,149185,0,9182,-611,157756,17580,0,1582,19254,38416,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,72995,82495,0,2177,157667,22000,0,0,20750,42750,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,16405,33821,0,107419,157645,22119,0,0,18039,40158,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Department Of Finance,Principal Accountant,False,False,,27227,213658,,143036,0,9465,5127,157628,15988,0,9226,8051,33265,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Engineering & Capital Projects,Associate Engineer - Civil,False,False,,98675,119122,,114487,0,0,43109,157596,20600,0,1463,18,22081,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,130529,6549,0,20480,157558,25029,0,0,24105,49134,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,113145,24376,1945,18092,157558,21238,0,0,9021,30259,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55-No COL Ben,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,28550,31399,0,97570,157519,19294,0,0,23440,42734,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,102973,18014,5045,31476,157508,19805,0,0,7701,27506,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Storm Water,Program Manager,False,False,,66082,243048,,153317,0,0,4123,157440,0,0,0,8672,8672,N/A,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,113145,31591,0,12687,157423,22384,0,0,18975,41359,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,95717,25689,2005,34000,157411,26687,0,0,6167,32854,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,116067,2599,0,38745,157411,22258,0,0,113,22371,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Risk Management,Program Manager,False,False,,66082,243048,,145160,0,3786,8456,157402,20343,0,9011,0,29354,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,75213,90917,,60072,52207,1176,43936,157391,20905,0,0,20750,41655,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Development Services,Supervising Development Project Manager,False,False,,123240,148970,,142533,0,8881,5965,157379,16255,0,9160,5802,31217,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,128129,3744,0,25495,157368,0,0,4745,24606,29351,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,86666,31352,173,39152,157343,23679,0,0,9463,33142,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,113145,16059,7882,20254,157340,21515,0,0,0,21515,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,80841,17989,0,58467,157297,24701,0,0,16869,41570,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,9808,28703,0,118736,157247,19262,0,0,19169,38431,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Economic Development,Program Manager,False,False,,66082,243048,,147385,0,0,9858,157243,18086,0,8917,0,27003,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,26565,852,22020,157200,23670,0,0,8051,31721,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,68907,60480,11853,15956,157196,19413,0,0,9422,28835,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Public Utilities,Associate Engineer - Civil,False,False,,98675,119122,,115020,0,0,42174,157194,13354,0,1461,18,14833,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Transportation,Associate Engineer - Civil,False,False,,98675,119122,,113170,4845,0,39175,157190,13397,0,1538,7997,22932,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,69538,67245,1008,19396,157187,22119,0,0,6268,28387,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,28898,2384,18095,157140,20807,0,0,16704,37511,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Engineering & Capital Projects,Associate Engineer - Civil,False,False,,98675,119122,,56507,1378,3001,96241,157127,19088,0,1572,18490,39150,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,120732,12200,3610,20560,157102,22613,0,0,24230,46843,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,75213,90917,,89315,30155,6356,31222,157048,21643,0,0,20750,42393,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Information Technology,Program Manager,False,False,,66082,243048,,149789,0,0,7246,157035,17407,0,9062,5981,32450,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Program Coordinator,False,False,,32344,194043,,157755,0,0,-749,157006,0,0,14310,16292,30602,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Public Utilities,Pure Water Plant Operations Supervisor,False,False,,94661,115066,,96851,59926,0,224,157001,12536,0,1573,19958,34067,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,72059,24901,0,60036,156996,19701,0,0,24474,44175,3.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,106683,31797,0,18498,156978,22896,0,0,18096,40992,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,112942,9350,22838,11846,156976,20653,0,0,23440,44093,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,113145,16686,7987,19140,156958,0,0,4047,9486,13533,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Information Technology,Program Manager,False,False,,66082,243048,,147821,0,9465,-343,156943,21150,0,1541,13709,36400,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Dispatch Administrator,False,False,,87298,106059,,102963,5878,14392,33703,156936,13098,0,8742,1966,23806,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Public Utilities,Pure Water Treatment Superintendent,False,False,,132870,161512,,139950,5142,0,11744,156836,18134,0,9489,16042,43665,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,75213,90917,,68363,79040,0,9419,156822,16835,0,0,17448,34283,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,82431,62560,3892,7930,156813,16758,0,0,11987,28745,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,City Attorney,Deputy City Attorney,False,False,,25813,296130,,153612,0,0,3168,156780,19350,0,1572,19174,40096,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,105532,5791,32306,13115,156744,19372,0,0,14794,34166,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Development Services,Assistant Deputy Director,False,False,,66082,243048,,156802,0,0,-61,156741,0,0,14265,17513,31778,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,113145,28044,3032,12498,156719,20596,0,0,9942,30538,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,101796,27049,0,27872,156717,0,0,3850,0,3850,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,25548,204,23197,156712,21231,0,0,980,22211,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,34414,0,14526,156703,20157,0,0,7645,27802,3.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Public Utilities,Program Manager,False,False,,66082,243048,,147270,0,9465,-56,156679,16462,0,9479,14482,40423,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,113145,11091,7704,24739,156679,22209,0,0,0,22209,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Public Utilities,Program Manager,False,False,,66082,243048,,140395,0,8771,7483,156649,11985,0,1492,5322,18799,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Economic Development,Program Manager,False,False,,66082,243048,,147040,0,0,9609,156649,0,0,0,0,0,N/A,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,75213,90917,,66580,71158,1026,17868,156632,15157,0,0,19656,34813,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Engineering & Capital Projects,Associate Engineer - Civil,False,False,,98675,119122,,115360,924,9378,30959,156621,19533,0,9434,14451,43418,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Purchasing & Contracting,Program Manager,False,False,,66082,243048,,139956,0,9087,7506,156549,15961,0,9017,5672,30650,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,75213,90917,,68238,79704,0,8597,156539,17413,0,0,26,17439,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,105634,30917,2259,17706,156516,21986,0,0,24230,46216,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Public Utilities,Water Distribution Operators Supervisor,False,False,,84760,101192,,96407,33926,6589,19573,156495,13178,0,9363,7522,30063,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,38193,0,10472,156428,19157,0,0,16869,36026,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Engineer,False,False,,75213,90917,,64970,85164,669,5605,156408,0,0,2995,20750,23745,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Information Technology,Program Manager,False,False,,66082,243048,,155693,0,5782,-5077,156398,23606,0,1567,17542,42715,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Engineering & Capital Projects,Program Manager,False,False,,66082,243048,,145160,0,7015,4213,156388,17498,0,9207,8965,35670,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,106242,12070,8231,29840,156383,20440,0,0,0,20440,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,107763,17531,8100,22983,156377,19405,0,0,510,19915,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,96234,24264,1067,34790,156355,0,0,4192,9365,13557,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,94488,29204,19,32629,156340,22245,0,0,980,23225,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,115452,10004,0,30832,156288,20894,0,0,19246,40140,3.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Information Technology,Program Manager,False,False,,66082,243048,,146554,0,0,9661,156215,19100,0,1466,0,20566,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Public Utilities,Senior Wastewater Plant Operator,False,False,,83096,99403,,96758,54458,0,4990,156206,15394,0,1353,8493,25240,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,106840,24186,593,24518,156137,19515,0,0,8965,28480,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Public Utilities,Senior Wastewater Operations Supervisor,False,False,,100131,121139,,107625,35129,1805,11540,156099,11626,0,1526,7816,20968,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,City Attorney,Deputy City Attorney,False,False,,25813,296130,,158238,0,0,-2154,156084,20497,0,9378,24100,53975,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Fighter III,False,False,,67350,81286,,61019,67839,878,26346,156082,17674,0,0,8001,25675,2.5@50;2.6@51;2.7@52;2.8@53;2.9@54;3@55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Sergeant,False,False,,111176,134410,,121239,5791,821,28227,156078,24838,0,0,490,25328,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,City Attorney,Deputy City Attorney,False,False,,25813,296130,,160452,0,0,-4401,156051,19396,0,1564,0,20960,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Officer II,False,False,,91624,110698,,47813,23113,0,85113,156039,22620,0,0,24157,46777,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Engineering & Capital Projects,Associate Engineer - Civil,False,False,,98675,119122,,113153,436,600,41805,155994,13390,0,1501,4453,19344,1.0% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Engineering & Capital Projects,Associate Engineer - Traffic,False,False,,98675,119122,,115360,0,0,40625,155985,0,0,9143,6841,15984,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,113145,21636,7579,13608,155968,20272,0,0,9021,29293,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Public Utilities,Water Systems District Manager,False,False,,101171,121618,,111270,38599,7309,-1223,155955,12438,0,9435,18792,40665,2.5% @ 55,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Fire-Rescue,Fire Captain,False,False,,87069,105414,,61521,57555,25706,11133,155915,0,0,2846,7447,10293,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
2023,City,San Diego,Police,Police Detective,False,False,,96200,116230,,113145,22541,7414,12780,155880,20272,0,0,18176,38448,3.0% @ 50,www.sandiego.gov,1385379,06/25/2024,San Diego,,False,
